adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]",,333955,tt0318738,['EG'],ar,تاكسي الغرام,"When one of the girls takes a taxi, a love story develops between her and the taxi driver. Their meetings occur many times and she asks him to propose marriage to her, but he refuses due to the difference in social level. So she resorts to the trick of disguising herself as another person and working as a singer and claiming to be her sister. They participate in singing shows and achieve success. He is in love with the singer and does not know that she is the same rich girl, but some bad guys are trying to set them up.",3.1774,/79thhrqq0xfj1De14RDkQbhvedd.jpg,[],"[{'iso_3166_1': 'EG', 'name': 'Egypt'}]",1954-01-04,0,120,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}]",Released,,Taxi of Love,False,0.0,0
False,,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",,210958,tt4014074,['US'],en,紫頭巾黄金の秘密,"Wearing a mask to hide his identity, a deadly swordsman challenges a tyrant from  the Ruling Council of the Tokugawa Shogunate. Both TANUMA Okitsugu of the  ‘Roju’ (Ruling Council) and his son Okitomo, the Magistrate in charge of the gold  mint, have been abusing their political power to steal gold by casting coins with  only half the amount of precious metal and keeping the rest for themselves.  TAKAHASHI Hideki stars as a popular Ukiyoe artist, KANO Hidemaro, who dons a  purple hood to hide his real identity, has learned of their plot and fights to stop  them. The Purple Hooded Avenger is a well-known and popular series in Japan,  and he stands up against injustice from the powerful ‘Elder’ TANUMA of the ‘Roju’.  The story told here occurred during the 'Tenmei' Era (1781-1789). An extraordinary  movie, a must see!",1.5633,/lOrEWwAS54SwrsysrytXYI5dee4.jpg,"[{'id': 5822, 'logo_path': '/qyTbRgCyU9NLKvKaiQVbadtr7RY.png', 'name': 'Toei Company', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1982-02-19,0,91,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Purple Hood: The Secret of The Gold,False,0.0,0
False,,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 99, 'name': 'Documentary'}]",,329017,tt0086375,"['US', 'GB']",en,Igor Stravinsky: The Paris Years Chez Pleyel 1920-1929,"Igor: The Paris Years, one segment of a larger biographical program created for Channel 4 on the life and times of Igor Stravinsky, finds the brothers working in a slightly different vein than the one that would come to characterize their later work. This is the first section, which covers the pianist’s “French period” from roughly 1920-1939, and it details, among other things, his connection with Jean Cocteau (who, as a matter of fact, contributes voice work to this project). Filtered through gonzo and impressionistic puppetry (often bearing strong resemblance to the work of Terry Gilliam), the film takes an unconventional and often beautiful stab at the television biography special.",0.0824,,"[{'id': 3541, 'logo_path': None, 'name': 'Koninck Studios', 'origin_country': 'GB'}, {'id': 5778, 'logo_path': '/2loyoQweDxvotH3AknfL2zhsthg.png', 'name': 'Channel 4 Television', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1982-01-01,0,25,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Igor Stravinsky: The Paris Years Chez Pleyel 1920-1929,False,6.0,3
False,/uyAHAMeXTUFGcbGI3anfHe6PqOr.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,797420,tt0369456,['EG'],ar,غصن الزيتون,"The film's events revolve around Abdo (Ahmed Mazhar), who works as a teacher in a girls' school instead of his colleague Jamal (Omar Al-Hariri), who has gained wide popularity among the girls, especially Attiyat (Souad Hosni). Abdo marries his student Atiyat, but their marital relationship experiences a lot of tension because of Abdo's constant suspicion of his wife and his belief that she is having an affair with Jamal.",4.269,/jwy30z2F7wvfQzjXyYghgi1X0z3.jpg,"[{'id': 149394, 'logo_path': '/ejzF1dHWDBpIXBpwkw9doKDjGWB.png', 'name': 'أفلام الإتحاد (عباس حلمى)', 'origin_country': 'EG'}]","[{'iso_3166_1': 'EG', 'name': 'Egypt'}]",1962-04-26,0,120,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}]",Released,,Ghosn Al-Zaytoun,False,0.0,0
False,,,0,"[{'id': 53, 'name': 'Thriller'}]",,612049,tt0041626,"['GB', 'US']",en,The Man from Yesterday,"A psychic goes to the home of a woman who wants him to contact her dead fiancée, even though she has already remarried. Later, she ends up murdered! Soon the psychic points the finger at her jealous husband.",0.1579,,"[{'id': 13722, 'logo_path': None, 'name': 'Harry Reynolds Productions', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1949-05-01,0,68,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Man from Yesterday,False,0.0,0
True,/yzuPUPyN1BsF2rAvaxdBKkxFxIm.jpg,,0,"[{'id': 99, 'name': 'Documentary'}]",,1397754,,['JP'],ja,巨乳上司と童貞部下が出張先の相部屋ホテルで…いたずら誘惑を真に受けた部下が何度も絶倫性交 天音まひな,,0.0,/1zEv5E3oAH5wwgRFZeR7n9Rcs1I.jpg,"[{'id': 13990, 'logo_path': '/rowMCbZgYDu463Z6jFBtI7AsQ1A.png', 'name': 'S1 NO. 1 STYLE', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2021-09-28,0,0,[],Released,,巨乳上司と童貞部下が出張先の相部屋ホテルで…いたずら誘惑を真に受けた部下が何度も絶倫性交 天音まひな,True,0.0,0
False,,,0,"[{'id': 27, 'name': 'Horror'}]",,1217592,,['JP'],ja,ネットから削除された禁断動画52,"This is the 52st volume of a collection of forbidden videos that were released on the Internet but were deleted due to their excessiveness, horror, or personal privacy issues.",0.1256,/pJ9bJ2kfPkgVQ2f5rqLJeyEoLBh.jpg,"[{'id': 176376, 'logo_path': '/oOYuz8J8qjp4E5w6j4gIYdeUYQO.png', 'name': 'Amumo 98', 'origin_country': 'JP'}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2024-03-08,0,60,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Not Found 52,False,0.0,0
False,,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,288190,tt0284027,['GB'],en,The Dancing Years,The story of a young composer and his relationship with a fiery opera star over the course of several decades.,0.1712,,"[{'id': 34703, 'logo_path': '/pZ4IVMy5M2742GwXqBIE8EkQiOA.png', 'name': 'Associated Television', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1976-01-01,0,165,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Dancing Years,False,0.0,0
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,1323222,tt13715340,['GB'],en,Inside KFC at Christmas,"A behind-the-scenes look at the fast food chain in the run-up to Christmas, as a brand new festive burger is launched in a bid to keep customers coming back during the pandemic.",0.0,,[],[],2020-12-15,0,47,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Inside KFC at Christmas,False,0.0,0
False,/nHHQ9DHxjVKZ9CqSpK5c8KPzill.jpg,,0,[],,1410158,,['SE'],sv,Året med SVT Humor,,0.0,/ud9rQd5icMW5uCBPggfm30ppCPV.jpg,"[{'id': 2999, 'logo_path': '/zGSqFee9aDgDuLD6vcs2mcJUem4.png', 'name': 'SVT', 'origin_country': 'SE'}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}]",2024-12-31,0,0,"[{'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",Released,,Året med SVT Humor,False,0.0,0
False,/x8apy3TP9dTnpidKoyhjkfVhYUN.jpg,,1500000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",http://www.desenrolaofilme.com.br/,70174,tt1810574,['BR'],pt,Desenrola,"Priscilla is 16 and if you think a normal girl too, especially when repairs to your friends. When her mother goes to work and she stays alone at home, he decides he'll get in your square attitude and will fund that idea. Among the many changes it wants to promote in your life, virginity seems to be a priority, but it will be the right time is now? Although it decided to invest in more chicken from the class to live their first sexual experience, a group work at school and a trip with friends, can forever change your expectations because she discovers that not everything is exactly as said and the truth can be quite different from reality.",2.9316,/szxcdngIz4SgYd2tG7yoNKTF1b6.jpg,"[{'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}, {'id': 6445, 'logo_path': '/lrtyHR10iTWUvCYYKfsCGjvz3EQ.png', 'name': 'Raccord Produções', 'origin_country': 'BR'}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2011-07-20,0,88,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Desenrola,False,7.2,42
False,/d4v1KvD55kQjTFo8q5nG4oSNYvt.jpg,,0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",http://www.scoutthemovie.com,340881,tt3252998,['US'],en,About Scout,A rebellious Goth girl embarks on a road trip across Texas with a suicidal young man in an effort to find her little sister.,2.1148,/rVGc4YpsYQGWbeP9kXTrkih1K0o.jpg,"[{'id': 23749, 'logo_path': '/wRZQViUiN5RmT96MGVlXCtIEFlU.png', 'name': 'Decipher Entertainment', 'origin_country': 'US'}, {'id': 202962, 'logo_path': '/9BypjKOXGSteafJjp1B4hb5uZ3I.png', 'name': 'BrownBag Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-04-25,0,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,You can't choose your family.,About Scout,False,5.81,21
False,,,0,[],,1445074,,['ES'],es,A fouce esquecida,,0.0,,[],[],,0,0,[],Released,,A fouce esquecida,False,0.0,0
False,/2KBLkc1qBTsXId6OVSrAcudSrko.jpg,,0,"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",,683524,,['US'],en,The Making of Big Eyes,Behind the scenes of Big Eyes (2014),0.2432,/iJCo2WXMRdqjc3M6LcrQYm7Lk4V.jpg,[],[],2015-04-14,0,21,[],Released,,The Making of Big Eyes,True,7.0,16
False,/dwTZkvuRdt8FfMJuVijpQhVhxnY.jpg,,0,"[{'id': 99, 'name': 'Documentary'}]",,827892,,['FR'],fr,Métropolitain,,1.5967,/kkq0TtCb6hZAz95EH9dgaJXCYaA.jpg,[],[],1896-09-27,0,0,[],Released,,Métropolitain,False,0.0,0
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,1105638,,['US'],en,"a fly on the wall, a deer in the headlights","“...I photograph older nude models in their homes, found through online posts, inclusive of different body types. Almost only white men have replied. These posts are neither sexual nor implying a sexual exchange. This series reveals the loneliness of life in a post-pandemic situation, the invisibility of queer identity, fetishization and exoticization towards the Asian gay body, and the sexuality of the stigmatized bodies within exhibitionism.” — Eugene Tang",0.0,/1pYv7yBZZkWRYhP5hGeASHkf5vY.jpg,[],[],2023-03-01,0,10,[],Released,,"a fly on the wall, a deer in the headlights",False,9.0,1
False,/3e12b2kzS4MHuPiB1IKEtK5JSZm.jpg,,0,"[{'id': 16, 'name': 'Animation'}]",https://catherinelepage.com/le-mal-du-siecle,666107,tt14222690,"['FR', 'CA']",fr,Le mal du siècle,"The hedgehog between balloons, the feline predator on the hamster wheel, the fish in the lifebuoy: A young woman portrays herself in the best possible light in her self-description.",0.083,/mFjWTYXxQQYCkAI7XCgHnLtRbUB.jpg,"[{'id': 10473, 'logo_path': '/lMUDQZVtg8On4PAW5XFQPaQy6UK.png', 'name': 'ONF | NFB', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2020-02-21,0,6,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Great Malaise,False,5.5,2
False,/eZTyw9DosJkAvGcmlkuSLiUfRJ7.jpg,,0,"[{'id': 27, 'name': 'Horror'}]",,1261612,tt13049516,['RU'],ru,Rose Blood: A Friday the 13th Fan Film,,0.0071,/kpXr6EI2EUCtfKiik3rfGkl7FhH.jpg,[],[],2021-11-29,0,0,[],Released,,Rose Blood: A Friday the 13th Fan Film,False,0.0,0
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,1211214,tt11357902,['US'],en,The Future Is Rotten,"A secret culture of foragers hunt the Matsutake, a coveted Japanese mushroom worth up to $1,000 a pound—although its true value lies underground as a brilliant networker and healer of ruined landscapes. The Matsutake might just be our last, best hope for an American forest system run amok.",2.3986,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-09-25,0,15,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Future Is Rotten,False,0.0,0
False,/7v6Jni7DC8aX1z2Vn1hZQ0Wf1cD.jpg,"{'id': 461755, 'name': 'Lapland Odyssey Collection', 'poster_path': '/spaXL12dvoDeHMKBARgbZfRAduG.jpg', 'backdrop_path': '/sZGLYEVj6MFSh8BaP1Tx3maF355.jpg'}",0,"[{'id': 35, 'name': 'Comedy'}]",,58764,tt1454505,['FI'],fi,Napapiirin sankarit,"Lapland Odyssey is a comedy about Janne, a man from Lapland in northern Finland, a man who has made a career out of living on welfare. Inari, his girlfriend, is tired of Janne's incapability of getting a grip on life, Janne wasn't even able to buy a digital TV box that Inari had given money for. Inari gives an ultimatum: a digital box needs to arrive by dawn or she leaves. Janne sets out into the night with his two friends to find a box. On their way to the city of Rovaniemi, Janne and his friends face many challenges, obstacles and temptations. They learn that they need to be daring. There's no room to give into bitterness. The most important thing isn't success, but rather the journey in itself.",0.6494,/3Xx7ozeiCRXcfyNZPi9KZEaDMZF.jpg,"[{'id': 17537, 'logo_path': None, 'name': 'Anagram Film', 'origin_country': 'SE'}, {'id': 6159, 'logo_path': '/pbWyMDcAM6s228tiUxjl3v1OAxr.png', 'name': 'Helsinki-filmi', 'origin_country': 'FI'}, {'id': 17821, 'logo_path': '/bZp3beVId2zVhxrxrsagnale23c.png', 'name': 'Ripple World Pictures', 'origin_country': ''}, {'id': 2801, 'logo_path': '/bswb1PLLsKDUXMLgy42bZtCtIde.png', 'name': 'Film i Väst', 'origin_country': 'SE'}, {'id': 1898, 'logo_path': '/8ix6SGlJiyuUDxLBtY8E0PY2G7w.png', 'name': 'Fís Éireann/Screen Ireland', 'origin_country': 'IE'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2010-10-15,0,95,"[{'english_name': 'Finnish', 'iso_639_1': 'fi', 'name': 'suomi'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",Released,A couple of variables,Lapland Odyssey,False,6.433,97
False,/qfryegHs8NLPkwSLTD72A3gCNpp.jpg,"{'id': 98853, 'name': 'Cyborg Collection', 'poster_path': '/fxf2Md5RGMMxgM9yNyr0h1Wvaxu.jpg', 'backdrop_path': '/lUHhwf9VRcdnP5gQjnqa337L33M.jpg'}",0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,25391,tt0112765,['US'],en,Cyborg 3: The Recycler,"Prepare yourself for the all too deadly future. Cash, the heroine of Cyborg 2, is living safe in the free zone. But not for long. Biomechanical problems are taking down her systems and a visit to a doctor in Silica confirms her worst fears. She is more then a marvel of cyborg technology. She is the first of her kind to become a creator-she is pregnant.",1.6294,/wjMV4kkkPQrq1lGJ8cHR3GQNfxQ.jpg,"[{'id': 10354, 'logo_path': None, 'name': 'FM Entertainment International N.V.', 'origin_country': ''}, {'id': 10828, 'logo_path': None, 'name': 'MDP Worldwide', 'origin_country': 'US'}, {'id': 8316, 'logo_path': None, 'name': 'WarnerVision Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-12-19,0,90,"[{'english_name': 'Czech', 'iso_639_1': 'cs', 'name': 'Český'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Cyborg 3: The Recycler,False,3.5,36
False,,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,608739,tt0284469,['JP'],ja,千里眼,"The head of a psychological research institute and a lieutenant in the Japanese Air Force are both investigating a mysterious cult known only as ‘Midori no Saru’ (The Green Monkey). Members of this group have committed a string of violent suicide-attacks on military bases and public areas. Part of the mystery seems to involve a young child and an enormous Buddha statue outside Tokyo, but how could all these pieces possibly fit together?",4.242,/peMGX5TkaPj71ZDiSmWblaiFT0X.jpg,[],"[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2000-06-10,1825000,100,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Senrigan,False,6.0,1
False,/tvoP22Cy2BW36mAxh3OQpKGUAPO.jpg,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}, {'id': 10770, 'name': 'TV Movie'}]",,42975,tt0418247,['US'],en,Toronto Rocks,"Molson Canadian Rocks for Toronto was a benefit rock concert that was held in Toronto, Ontario, Canada on July 30, 2003. It was also known as ""Toronto Rocks,""""Stars 4 SARS,"" ""SARSStock,"",""SARSfest,"" ""SARS-a-palooza,"" the ""SARS concert,"" or, more descriptively, ""The Rolling Stones SARS Benefit Concert."" Estimated to have between 450,000 and 500,000 people attending the concert, it is the largest outdoor ticketed event in Canadian history, and one of the largest in North American history.",1.7075,/gwfOB49E6Xzc31BcqTpFGwKdqeP.jpg,[],[],2003-07-29,0,0,[],Released,,Toronto Rocks,False,8.0,1
False,/9LTYHbFh6nKQPeMgpduNUNDaKsx.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",https://sidestories.fi/en/when-the-night-falls,912371,tt17774024,['FI'],en,When the Night Falls,"The dance film When the Night Falls tells the story of a woman fleeing the horrors of a collapsing society in the near future. Along the way, she encounters people on whose trust her entire future depends on.",0.3435,/mBPvljjozBeQaJWAIx4AeY34HX.jpg,"[{'id': 110297, 'logo_path': None, 'name': 'Side Stories', 'origin_country': 'FI'}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",2022-04-24,0,10,"[{'english_name': 'No Language', 'iso_639_1': 'xx', 'name': 'No Language'}]",Released,Without others we are nothing,When the Night Falls,False,7.0,3
False,/uf36C27Pe4o44AFRcbP59kNttKr.jpg,,0,"[{'id': 16, 'name': 'Animation'}]",,732528,,['US'],en,An Illusion,An owl ponders loss and his place in the world.,0.1033,/eokxcQnsvPaeNu2pPfZnMKOFBxH.jpg,"[{'id': 38413, 'logo_path': '/qW9eadVJfNRx9jdZkuDxWR25RW6.png', 'name': 'CalArts', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2019-01-01,0,2,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,An Illusion,False,0.0,0
False,,,0,[],,1517822,,['US'],en,"Run, Sister Joan","In a haunted town, a migrant woman with mysterious abilities searches for her missing companion.",0.0143,/1pvxdjg6END3bLJKUkApc7UbsTo.jpg,[],[],2025-08-03,0,20,[],Released,,"Run, Sister Joan",False,10.0,1
False,/vk00aDhC290zsrLtXA1ebwuHV5V.jpg,,0,[],,975593,,['US'],en,It’s Coming From Inside the House,"A seemingly disembodied voice reflects on what it takes to survive, in a world modeled after a perception of reality far from the one it experiences on a daily basis.",0.0143,/qJHe7JZG21ST621sfbDkj920d5I.jpg,[],[],,0,11,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,It’s Coming From Inside the House,False,6.0,1
False,,,0,[],,822222,,['US'],en,Five Minutes,"Faced with a shrinking window of freedom from her abusive partner, a young woman appeals to strangers for help but is met with apathy and suspicion.",0.129,/tDuhCugyNXaUVJqOvMq6oum2L4G.jpg,[],[],,0,5,[],Released,,Five Minutes,False,0.0,0
False,,,0,[],,795161,,['US'],en,The End of Days Part One,"2 years after the events of the first film, Card finds himself as the last man on earth in a world of human-like automatons.",0.0071,,"[{'id': 148965, 'logo_path': None, 'name': 'SuperHappy Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",,0,0,[],Planned,,The End of Days Part One,False,0.0,0
False,,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,1032612,tt15975334,['US'],en,Mirror Moves,"A woman discovers she's been married to a serial killer for fifteen years, albeit unwittingly. Her mind fractures as she examines her complicity -- should she have known? Could she have prevented him from killing? Or was part of her subconsciously attracted to his evil side?",1.0654,,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2022-08-29,0,85,[],Released,,Mirror Moves,False,0.0,0
True,,"{'id': 1363096, 'name': 'Interracial Threesomes Collection', 'poster_path': '/wvzJeNGOeSB3pTb4hZ6Y2FqSKDd.jpg', 'backdrop_path': '/jqpfQcFcuThJskkaWBqBNW0bFpC.jpg'}",0,[],,1021117,,['US'],en,Interracial Threesomes,Big dicked black bulls have their way with horny white sluts! Three's cum-pany!,0.0,/uS7HeYNybtuybKCeNERx9hcXJ8W.jpg,"[{'id': 94390, 'logo_path': '/wwLvrgroK4rr8KsjEc5ZTDgZHiJ.png', 'name': 'Dogfart', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-09-02,0,170,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Two's Company, but Three's AWESOME!",Interracial Threesomes,False,0.0,0
False,/wiMdiZK65GfzzAvDibeeHI09tz9.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.promofest.org/films/mai,514403,tt6512842,['ES'],es,Mai,"Sucs, 2017. Carmeta, Mari and Pilar are three old ladies who spend every afternoon sitting on a bench, next to the main street of their village. The arrival of a mysterious pair of girls turns into the main topic of discussion among the women. From their strategic location, they greet every passer-by while talking about the age, origin and life style of the two new arrivals.",0.2511,/lxww5lwv6U24v3Vkii9Ow5bkMx2.jpg,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",2017-04-02,0,7,"[{'english_name': 'Catalan', 'iso_639_1': 'ca', 'name': 'Català'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Never,False,6.0,1
False,/p5v3HCrg40yK8zXj8CoYh44KLLw.jpg,,40,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,1371628,,['US'],en,The Entity,A school detainment goes array when local Corpus is not who he seems.,0.0338,/lSZ3H2kUtBYhASemxUp1dm4phKM.jpg,"[{'id': 241844, 'logo_path': None, 'name': 'Letterbuisness', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-06-20,0,3,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,We Check ID's Bitch,The Entity,False,0.0,0
False,/5UQs31oCzYTCmJk2OoHJCu50bQJ.jpg,,0,"[{'id': 99, 'name': 'Documentary'}]",,1076215,,"['BE', 'FR']",fr,Les femmes préfèrent en rire,"On an improbable train journey, nine comedian women and devilishly feminist, swing, hit, bite and move. With committed humour, they pinpoint the failings of our macho society.  And when they are insulted or threatened in return, they prefer to laugh about it....",0.5362,/68Hj80mCO7ipUzasffNgk8YyOvc.jpg,[],[],2022-03-11,0,59,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Les femmes préfèrent en rire,False,0.0,0
False,,,0,[],,1443857,,['US'],en,Carl Verheyen Band Rumor Mill LIve,Video of live concert performance from the AIX double video set of the band,0.0,,[],[],,0,0,[],Released,,Carl Verheyen Band Rumor Mill LIve,True,0.0,0
False,/zJ1viB6EOIneoRVYwKMVeOMRwok.jpg,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,69868,tt0402438,['FR'],fr,"Piccolo, Saxo et Compagnie","A collection of brass and string instruments band together to form a grand symphonic orchestra, then embark on a mission to find the evil doctor who stole some of their other instruments and musical notes so he could build the perfect instrument.",2.1629,/7IM96wqjuZvuOjbcPXCkZCtoRSw.jpg,"[{'id': 726, 'logo_path': '/hHaQQgxqg2NohqZSxbMTB9E483m.png', 'name': 'Haut et Court', 'origin_country': 'FR'}, {'id': 23656, 'logo_path': '/kO6vfeZTTL2xtqFAlaFK5vcyjRt.png', 'name': 'Millimages', 'origin_country': 'FR'}, {'id': 98751, 'logo_path': None, 'name': 'Dacodac', 'origin_country': 'RO'}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}, {'id': 884, 'logo_path': None, 'name': 'TPS Cinéma', 'origin_country': 'FR'}, {'id': 310, 'logo_path': '/4Gp5A4YdjPBfsHT47ngHMaXWmb9.png', 'name': 'CNC', 'origin_country': 'FR'}, {'id': 850, 'logo_path': '/aF7qajGJGtMpdrtvssM9g90YanX.png', 'name': 'Eurimages', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'RO', 'name': 'Romania'}]",2006-12-20,0,80,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,"Piccolo, Saxo & Cie",False,6.7,18
False,,,0,"[{'id': 80, 'name': 'Crime'}]",,287103,tt0154045,['FR'],fr,À pleines mains,"In Spain, criminals steal a large stock of watermarked paper for banknotes. In France, they hire Besnard, a specialist in counterfeit money, to do the printing. But after printing the clichés, Besnard is wounded by gangsters, and a journalist gets involved and steals the famous clichés.",2.8208,/jZdEOixbfMJX70gpwcj0IfQTImW.jpg,"[{'id': 167189, 'logo_path': None, 'name': 'Donjon Films', 'origin_country': ''}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1960-03-02,0,89,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,,With Both Hands,False,6.0,1
False,,,0,[],,972538,,['US'],en,High Life,,0.0756,,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2019-05-12,0,7,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,High Life,False,0.0,0
False,,,0,[],,1203525,,['US'],en,審判,"John Williams, a British director who continues to work in Japan such as ""the most beautiful summer"" and ""starfish Hotel,"" fills Franz Kafka's absurd literature ""judgment"" on the stage of modern Tokyo. A man of a banker wakes up at his home mansion on his 30th birthday, and there were two strangers in the room. Although they say that they have arrested Kimura, the crime is unclear, and if Kimura insists on innocence, the system would not be able to move into a spider like system. Even if he desires for salvation, he disagrees, and Kimura begins to notice the end of this maze without the exit. Starring the film debut with ""the most beautiful summer"", and it is an individuality actor who works in ""industrial elegance Valley boys the movie"" etc. Yakuro Bando, a leading actor of Kabuki play, played a special role.",0.1163,/en5hM3ZoiUALTZH2QOSz25aPCTZ.jpg,[],[],,0,0,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Shinpan,False,0.0,0
